model,cate2_id,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
bottomup_mix,3,0.617185456079893,14219.0,14678.85,5878.710000000001,459.85,0.03234053027639075,1008.0
bottomup_mix,4,0.28849914236706686,583.0,448.5275,618.5125,-134.4725,-0.23065608919382505,336.0
bottomup_mix,5,0.29258012820512813,1092.0,845.54,1073.92,-246.46000000000004,-0.22569597069597072,840.0
bottomup_mix,6,0.5188443475910534,14799.0,9649.4575,7322.452499999999,-5149.5425,-0.34796557199810796,1848.0
cate2_mix,3,0.6504714806701416,14219.0,14678.849999999999,5397.646605641984,459.84999999999974,0.03234053027639073,1008.0
cate2_mix,4,0.3013625329647213,583.0,448.52750000000003,619.2151302774762,-134.4725,-0.23065608919382505,336.0
cate2_mix,5,0.3669376652498811,1092.0,845.54,992.9204436560249,-246.45999999999998,-0.22569597069597067,840.0
cate2_mix,6,0.549082843178321,14799.0,9649.4575,6863.8649806338835,-5149.5425,-0.34796557199810796,1848.0
cate2_prophet,3,0.6845613640769435,14219.0,14614.024116589759,4890.511498747253,395.0241165897581,0.027781427427368877,1008.0
cate2_prophet,4,0.29384307623722133,583.0,343.7545195719766,572.3499132427338,-239.24548042802346,-0.4103696062230248,336.0
cate2_prophet,5,0.3959867227794628,1092.0,881.3846045007069,944.3198476877424,-210.61539549929316,-0.192871241299719,840.0
cate2_prophet,6,0.5321024849137561,14799.0,11440.160656021108,7154.077552280642,-3358.8393439788915,-0.2269639397242308,1848.0
ensemble,3,0.683597462609062,14219.0,14648.162589178719,4932.66766999742,429.1625891787196,0.03018233273638931,1008.0
ensemble,4,0.31112505321255574,583.0,375.1864137003837,577.6492387581764,-207.81358629961636,-0.35645555111426475,336.0
ensemble,5,0.372213415979895,1092.0,800.2951938851379,979.6809767260853,-291.70480611486204,-0.26712894332862824,840.0
ensemble,6,0.6013002684577223,14799.0,11715.644455550617,6135.001773095111,-3083.3555444493823,-0.20834891171358755,1848.0
ensemble_bias_global,3,0.6443813335146805,14219.0,16656.690228594005,5549.7553957558885,2437.690228594006,0.17143893583191547,1008.0
ensemble_bias_global,4,0.3365459196297375,583.0,426.6312469525089,586.9664712126788,-156.3687530474911,-0.2682139846440671,336.0
ensemble_bias_global,5,0.394877559849261,1092.0,910.0301184412722,995.263367304593,-181.96988155872776,-0.16663908567649063,840.0
