model,item_id,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
cate2_prophet,Item_3,0.5869839616526991,4557.0,3694.880009469709,1882.1140867486502,-862.1199905302906,-0.1891858658174875,336.0
cate2_prophet,Item_4,0.431721533610205,728.0,561.5782257624652,535.6524624120176,-166.42177423753478,-0.22860133823837195,336.0
cate2_prophet,Item_5,0.620588454589901,2935.0,3285.7327293952067,1113.5728857786403,350.73272939520643,0.11950007815850304,168.0
cate2_prophet,Item_6,0.4638751163992887,2090.0,1579.1700155305102,1144.3465777022693,-510.82998446948966,-0.24441626051171755,336.0
cate2_prophet,Item_7,0.4013120411923854,564.0,460.29355398250937,423.26636737856643,-103.70644601749065,-0.18387667733597632,168.0
cate2_prophet,Item_8,0.2720736762149462,553.0,321.136703796025,560.7524719393924,-231.86329620397498,-0.41928263328024407,336.0
cate2_prophet,Item_9,0.33642334180051897,175.0,114.52541542362337,171.42833521151726,-60.47458457637663,-0.34556905472215216,168.0
ensemble,Item_0,0.5055182127026039,4567.0,3153.3715399877037,2322.576229143881,-1413.6284600122967,-0.3095310838651843,504.0
ensemble,Item_1,0.7374693859754672,10429.0,10570.973621726689,2737.9317736618536,141.97362172668886,0.013613349479977837,336.0
ensemble,Item_10,0.4299927103175935,1293.0,1382.8963313992244,1143.2439498515528,89.8963313992243,0.06952539164673185,504.0
ensemble,Item_11,0.27759117153391155,106.0,129.44287193303177,176.5935435678425,23.442871933031743,0.22115916917954476,336.0
ensemble,Item_2,0.4236156210683711,1477.0,1009.6006108493546,954.9054728430237,-467.39938915064545,-0.3164518545366591,504.0
ensemble,Item_3,0.6118352878991761,4557.0,3558.1657364683642,1768.8665930434545,-998.8342635316359,-0.21918680349607986,336.0
ensemble,Item_4,0.4299749842672497,728.0,558.1578295862175,540.8142332995892,-169.8421704137824,-0.2332996846343165,336.0
ensemble,Item_5,0.6252146601119356,2935.0,3253.505694681986,1099.9949725714696,318.5056946819863,0.10851982783031902,168.0
ensemble,Item_6,0.48379534818001513,2090.0,1522.8839133561323,1102.526062660676,-567.1160866438677,-0.27134740987744865,336.0
ensemble,Item_7,0.43147618574606766,564.0,443.8170159142391,403.3082982458122,-120.18298408576088,-0.21309039731517887,168.0
ensemble,Item_8,0.28947453335998524,553.0,337.0368630368201,557.0925435365866,-215.96313696317995,-0.390530084924376,336.0
ensemble,Item_9,0.3325548540320028,175.0,113.92914126888056,172.33785235367847,-61.07085873111944,-0.3489763356063968,168.0
ensemble_bias_global,Item_0,0.5109673443509912,4567.0,3284.279437122191,2300.3584540902266,-1282.7205628778088,-0.2808672132423492,504.0
ensemble_bias_global,Item_1,0.7285871829946449,10429.0,11009.813101926278,2830.5642685488488,580.8131019262783,0.05569211831683558,336.0
ensemble_bias_global,Item_10,0.4303796880803875,1293.0,1440.3053770517313,1159.6074419154959,147.30537705173128,0.11392527227512086,504.0
ensemble_bias_global,Item_11,0.28911498852401,106.0,134.81651533309494,179.5241377660048,28.816515333094934,0.27185391823674465,336.0
ensemble_bias_global,Item_2,0.42694846066952336,1477.0,1051.5127963422506,954.2830889767863,-425.48720365774943,-0.28807529022190215,504.0
ensemble_bias_global,Item_3,0.615925407455365,4557.0,3705.8781098155523,1750.2279182259015,-851.121890184448,-0.18677241390924906,336.0
ensemble_bias_global,Item_4,0.43602529444381977,728.0,581.3289868107058,541.6335174536865,-146.67101318929417,-0.20147117196331618,336.0
ensemble_bias_global,Item_5,0.60934320211138,2935.0,3388.5705239940316,1146.5777018030994,453.5705239940314,0.15453850902692723,168.0
ensemble_bias_global,Item_6,0.48730218479286286,2090.0,1586.1043515916372,1096.1789177110911,-503.89564840836283,-0.24109839636763772,336.0
ensemble_bias_global,Item_7,0.43098659265596323,564.0,462.24147098687644,407.01598133858977,-101.75852901312356,-0.18042292378213398,168.0
ensemble_bias_global,Item_8,0.29767640463709416,553.0,351.02848642704276,559.3722826282285,-201.97151357295724,-0.3652287768046243,336.0
ensemble_bias_global,Item_9,0.3458859714842756,175.0,118.65875340519904,172.31036420175178,-56.34124659480095,-0.3219499805417197,168.0
ensemble_bias_horizon,Item_0,0.5131673239391497,4567.0,3292.2091153481474,2288.588453120408,-1274.7908846518528,-0.2791309140906181,504.0
ensemble_bias_horizon,Item_1,0.729182860379448,10429.0,10985.711600249288,2824.3519491027373,556.7116002492888,0.05338111038923088,336.0
ensemble_bias_horizon,Item_10,0.4302021086160896,1293.0,1437.2735214708332,1159.1558608551322,144.27352147083332,0.1115804497067543,504.0
ensemble_bias_horizon,Item_11,0.2893946744945184,106.0,134.8623780172225,179.5107070243846,28.862378017222504,0.27228658506813685,336.0
ensemble_bias_horizon,Item_2,0.4259837117209585,1477.0,1054.1162368761104,954.3267399988589,-422.8837631238897,-0.2863126358320174,504.0
ensemble_bias_horizon,Item_3,0.6154857466865477,4557.0,3714.8915550492848,1752.2314523494026,-842.1084449507155,-0.18479447991018552,336.0
ensemble_bias_horizon,Item_4,0.4369136560570042,728.0,581.6264969719266,540.8527094564056,-146.3735030280733,-0.20106250415944132,336.0
ensemble_bias_horizon,Item_5,0.6059297670116921,2935.0,3380.8356177820165,1156.596133820684,445.8356177820167,0.151903106569682,168.0
ensemble_bias_horizon,Item_6,0.48806412912526687,2090.0,1589.9583899512836,1094.4014862848494,-500.04161004871656,-0.239254358874984,336.0
ensemble_bias_horizon,Item_7,0.43056302752209297,564.0,463.2972796570343,407.1473942067231,-100.7027203429657,-0.17855092259391084,168.0
ensemble_bias_horizon,Item_8,0.29801784232014294,553.0,350.2454567943915,558.234145803947,-202.75454320560846,-0.36664474359061205,336.0
ensemble_bias_horizon,Item_9,0.3457486361172772,175.0,118.71861557857767,172.29351095844214,-56.281384421422345,-0.32160791097955627,168.0
ensemble_bias_item,Item_0,0.5150197755666585,4567.0,3861.8733892284554,2293.6245991166616,-705.1266107715447,-0.1543960172479844,504.0
ensemble_bias_item,Item_1,0.740834783562527,10429.0,10306.632954050438,2702.8340422264064,-122.36704594956393,-0.011733344131706198,336.0
ensemble_bias_item,Item_10,0.42954811228116385,1293.0,1362.1487041948735,1137.7242187210732,69.14870419487357,0.05347927625280245,504.0
ensemble_bias_item,Item_11,0.23169657148848477,106.0,108.04187130584805,164.92219815028926,2.041871305848054,0.01926293684762315,336.0
ensemble_bias_item,Item_2,0.42962618170990746,1477.0,1169.2687613766657,962.4099412808994,-307.73123862333443,-0.20834884131573084,504.0
ensemble_bias_item,Item_3,0.6168129167766055,4557.0,3754.373354553012,1746.1835382490085,-802.626645446988,-0.17613049055233443,336.0
ensemble_bias_item,Item_4,0.45579492475906774,728.0,732.7490198415036,561.3786937563893,4.749019841503632,0.00652337890316433,336.0
ensemble_bias_item,Item_5,0.6447622581471524,2935.0,2974.263252018579,1042.6227723381076,39.26325201857854,0.013377598643467986,168.0
ensemble_bias_item,Item_6,0.48979729540216005,2090.0,1706.1106872027638,1092.828461656583,-383.8893127972362,-0.18367909703217042,336.0
ensemble_bias_item,Item_7,0.4314476822270966,564.0,445.83837630041614,403.70085236465906,-118.16162369958386,-0.20950642499926217,168.0
ensemble_bias_item,Item_8,0.34944268019159774,553.0,454.99976509970713,581.3903445083356,-98.0002349002929,-0.17721561464790758,336.0
ensemble_bias_item,Item_9,0.4368363102206766,175.0,153.80434071298873,173.5258306539082,-21.195659287011253,-0.12111805306863573,168.0
ensemble_residual_beta_0.3,Item_0,0.5069293398679467,4567.0,3179.2108963976043,2317.4549008591785,-1387.7891036023952,-0.3038732436177787,504.0
ensemble_residual_beta_0.3,Item_1,0.7315729899525821,10429.0,10691.141043873322,2799.4252877845215,262.14104387332065,0.0251357794489712,336.0
ensemble_residual_beta_0.3,Item_10,0.4288181907756135,1293.0,1397.8895079098452,1151.103902647681,104.88950790984542,0.08112104246701116,504.0
ensemble_residual_beta_0.3,Item_11,0.27752093312241494,106.0,130.83194592603667,177.9975081040847,24.831945926036653,0.23426364081166653,336.0
ensemble_residual_beta_0.3,Item_2,0.42601233496188207,1477.0,1018.0304335914475,952.1856949098006,-458.9695664085526,-0.3107444593152015,504.0
ensemble_residual_beta_0.3,Item_3,0.6131146189183265,4557.0,3587.5263357704353,1763.036681589186,-969.4736642295644,-0.21274383678507008,336.0
ensemble_residual_beta_0.3,Item_4,0.42880810902103966,728.0,563.7527247771723,542.4933744306765,-164.24727522282777,-0.22561438904234585,336.0
ensemble_residual_beta_0.3,Item_5,0.6131120603863971,2935.0,3291.9858201719453,1135.5161027659244,356.9858201719454,0.121630603125024,168.0
ensemble_residual_beta_0.3,Item_6,0.48615046808780615,2090.0,1535.4967625218728,1098.0895442121346,-554.5032374781274,-0.26531255381728586,336.0
ensemble_residual_beta_0.3,Item_7,0.43208963677302875,564.0,447.7995008623948,403.4635040199661,-116.20049913760523,-0.2060292537900802,168.0
ensemble_residual_beta_0.3,Item_8,0.29120628027895307,553.0,339.4785286745333,557.2359616217476,-213.5214713254667,-0.38611477635708263,336.0
ensemble_residual_beta_0.3,Item_9,0.33656879203893386,175.0,115.05016179552663,172.04246147919486,-59.94983820447335,-0.342570504025562,168.0
ensemble_residual_beta_0.5,Item_0,0.5073866616698038,4567.0,3196.4874363894887,2316.248505176376,-1370.5125636105113,-0.30009033580260813,504.0
ensemble_residual_beta_0.5,Item_1,0.7263053453844206,10429.0,10772.126899021496,2854.3615529858776,343.1268990214957,0.03290122725299604,336.0
ensemble_residual_beta_0.5,Item_10,0.42792385007521794,1293.0,1407.9944222181898,1156.491735546685,114.99442221818988,0.08893613473951267,504.0
ensemble_residual_beta_0.5,Item_11,0.2774741075147506,106.0,131.77008485480056,178.94557406167343,25.770084854800555,0.24311400806415617,336.0
ensemble_residual_beta_0.5,Item_2,0.42752942765876534,1477.0,1023.6676033789747,950.491727988166,-453.3323966210252,-0.3069278243879656,504.0
ensemble_residual_beta_0.5,Item_3,0.6132910977268601,4557.0,3607.1597399824445,1762.2324676586982,-949.8402600175555,-0.20843543120859237,336.0
ensemble_residual_beta_0.5,Item_4,0.42766679727445933,728.0,567.5340357048747,543.8773533500846,-160.4659642951254,-0.22042028062517224,336.0
ensemble_residual_beta_0.5,Item_5,0.6041015376881527,2935.0,3317.9153387956712,1161.9619868852717,382.91533879567123,0.13046519209392546,168.0
ensemble_residual_beta_0.5,Item_6,0.48745775911688916,2090.0,1543.9316509448427,1095.6810940671794,-546.0683490551575,-0.26127672203596053,336.0
ensemble_residual_beta_0.5,Item_7,0.43233793651030106,564.0,450.4622982933969,403.65759107038446,-113.5377017066031,-0.2013079817492963,168.0
ensemble_residual_beta_0.5,Item_8,0.29221623763390053,553.0,341.1416853875871,557.4270711565719,-211.85831461241293,-0.38310725969694925,336.0
ensemble_residual_beta_0.5,Item_9,0.3393033043228533,175.0,115.80838945337527,171.83592110520243,-59.19161054662472,-0.33823777455214127,168.0
ensemble_residual_beta_0.7,Item_0,0.5074483853810696,4567.0,3213.904115208992,2316.848805973304,-1353.0958847910078,-0.2962767428927103,504.0
ensemble_residual_beta_0.7,Item_1,0.7200486214910783,10429.0,10855.57482447149,2919.612926469545,426.5748244714915,0.040902754288185975,336.0
ensemble_residual_beta_0.7,Item_10,0.4267496770559411,1293.0,1418.4076113994288,1162.3686661925317,125.40761139942867,0.09698964532051715,504.0
ensemble_residual_beta_0.7,Item_11,0.2774272819070862,106.0,132.74409003009873,179.92950626579645,26.744090030098732,0.2523027361330069,336.0
ensemble_residual_beta_0.7,Item_2,0.4287873765468002,1477.0,1029.3529361782116,949.1805164721999,-447.6470638217884,-0.30307858078658656,504.0
ensemble_residual_beta_0.7,Item_3,0.6130268925819771,4557.0,3626.9593842671284,1763.4364505039305,-930.0406157328716,-0.20409054547572342,336.0
ensemble_residual_beta_0.7,Item_4,0.42656321614843856,728.0,571.4677781803478,545.2338643777252,-156.5322218196523,-0.21501678821380812,336.0
ensemble_residual_beta_0.7,Item_5,0.5948159184516046,2935.0,3344.6224257371887,1189.2152793445407,409.62242573718845,0.13956471064299436,168.0
ensemble_residual_beta_0.7,Item_6,0.488292194917706,2090.0,1552.439871437254,1094.2609113493004,-537.560128562746,-0.25720580314006986,336.0
ensemble_residual_beta_0.7,Item_7,0.4326079916879316,564.0,453.1468467619453,403.8394080524407,-110.8531532380547,-0.1965481440391041,168.0
ensemble_residual_beta_0.7,Item_8,0.29316432608339454,553.0,342.9005394696861,557.7015092995479,-210.09946053031388,-0.37992669173655313,336.0
ensemble_residual_beta_0.7,Item_9,0.34210462019109045,175.0,116.59889673310477,171.6382790985797,-58.40110326689526,-0.33372059009654437,168.0
ensemble_residual_beta_0.9,Item_0,0.507369995519218,4567.0,3230.8296453199687,2318.08900545866,-1336.170354680031,-0.29257069294504734,504.0
ensemble_residual_beta_0.9,Item_1,0.7127992553090002,10429.0,10938.076544106825,2995.216566382436,509.0765441068263,0.048813552987518105,336.0
ensemble_residual_beta_0.9,Item_10,0.42517632759696483,1293.0,1428.689222929986,1168.6773335615244,135.689222929986,0.10494139437740602,504.0
ensemble_residual_beta_0.9,Item_11,0.2773804562994218,106.0,133.70628160259946,180.90162486712202,27.706281602599443,0.26138001511886266,336.0
ensemble_residual_beta_0.9,Item_2,0.4295786034292143,1477.0,1034.8920369995053,948.5125584959236,-442.10796300049475,-0.29932834326370666,504.0
ensemble_residual_beta_0.9,Item_3,0.6122889591122667,4557.0,3646.259137714169,1766.7992133254013,-910.7408622858306,-0.19985535709585925,336.0
ensemble_residual_beta_0.9,Item_4,0.42538458294420595,728.0,575.3468827428826,546.6450133183042,-152.65311725711746,-0.20968834788065585,336.0
ensemble_residual_beta_0.9,Item_5,0.5841672370217906,2935.0,3371.0495825374155,1220.4691593410441,436.04958253741535,0.14856885265329314,168.0
ensemble_residual_beta_0.9,Item_6,0.48865722873677625,2090.0,1560.724770267698,1093.8217787732715,-529.2752297323021,-0.25324173671402017,336.0
ensemble_residual_beta_0.9,Item_7,0.4323649619269635,564.0,455.77020032668054,404.3106049398668,-108.22979967331953,-0.1918968079314176,168.0
ensemble_residual_beta_0.9,Item_8,0.2940800455207832,553.0,344.6319553623249,557.9664093167579,-208.3680446376751,-0.3767957407552895,336.0
ensemble_residual_beta_0.9,Item_9,0.34490593605932757,175.0,117.37906711038644,171.43030018950915,-57.620932889613556,-0.3292624736549346,168.0
ensemble_shape_0.30_level_light,Item_0,0.5208315525600178,4567.0,3309.1769478840956,2253.1072312921524,-1257.8230521159048,-0.2754156015143212,504.0
ensemble_shape_0.30_level_light,Item_1,0.7138718590547756,10429.0,10942.163727270827,2984.0303819177457,513.1637272708267,0.049205458555070164,336.0
ensemble_shape_0.30_level_light,Item_10,0.42217810224658087,1293.0,1444.2314063777285,1178.8246873577245,151.23140637772835,0.11696164453033901,504.0
ensemble_shape_0.30_level_light,Item_11,0.26966241176190503,106.0,125.5400931383894,174.3716618448655,19.540093138389395,0.18434050130556032,336.0
ensemble_shape_0.30_level_light,Item_2,0.43627367461525485,1477.0,1043.0785143169487,936.042324237628,-433.9214856830515,-0.29378570459245196,504.0
ensemble_shape_0.30_level_light,Item_3,0.62557833432967,4557.0,3742.376483424963,1706.2395304596944,-814.6235165750368,-0.17876311533356085,336.0
ensemble_shape_0.30_level_light,Item_4,0.42093138720933787,728.0,593.0503135968081,559.9578168225803,-134.94968640319183,-0.18537044835603275,336.0
ensemble_shape_0.30_level_light,Item_5,0.5814175598541073,2935.0,3368.9445729816,1228.5394618281955,433.94457298159966,0.14785164326459954,168.0
ensemble_shape_0.30_level_light,Item_6,0.4933274486838785,2090.0,1587.9526399012288,1085.7614415024211,-502.04736009877126,-0.24021404789414894,336.0
ensemble_shape_0.30_level_light,Item_7,0.43665605408834524,564.0,469.2199124865586,407.7275982471597,-94.7800875134414,-0.16804980055574717,168.0
ensemble_shape_0.30_level_light,Item_8,0.3055905806133194,553.0,363.8249696389246,557.7034033068958,-189.17503036107541,-0.3420886624974239,336.0
ensemble_shape_0.30_level_light,Item_9,0.35078614975053335,175.0,119.16138718732184,171.29730609215656,-55.838612812678164,-0.31907778750101806,168.0
ensemble_shape_0.30_level_medium,Item_0,0.5276422673154622,4567.0,3341.848478753467,2222.002697004038,-1225.1515212465329,-0.2682617738661119,504.0
ensemble_shape_0.30_level_medium,Item_1,0.7117553136716812,10429.0,10997.284365387903,3006.103833718036,568.2843653879038,0.054490781991360995,336.0
ensemble_shape_0.30_level_medium,Item_10,0.4222555252385154,1293.0,1457.1244541986202,1183.169135316162,164.1244541986201,0.12693306589220427,504.0
ensemble_shape_0.30_level_medium,Item_11,0.2735801585900947,106.0,127.1615566517323,175.11105364604774,21.16155665173229,0.19963732690313482,336.0
ensemble_shape_0.30_level_medium,Item_2,0.4425204208348185,1477.0,1054.2246563877925,927.2359106023528,-422.7753436122075,-0.28623923061083784,504.0
ensemble_shape_0.30_level_medium,Item_3,0.6340781556539231,4557.0,3782.0925634848995,1667.5058446850724,-774.9074365151006,-0.17004771483763453,336.0
ensemble_shape_0.30_level_medium,Item_4,0.4216550887064687,728.0,596.5685708520405,560.9532414193752,-131.4314291479596,-0.1805376774010434,336.0
ensemble_shape_0.30_level_medium,Item_5,0.5778570268408127,2935.0,3387.1330206035605,1238.9896262222146,452.1330206035604,0.15404872933681785,168.0
ensemble_shape_0.30_level_medium,Item_6,0.5004449949158396,2090.0,1604.9408570806315,1070.8857698776226,-485.05914291936847,-0.2320857143154873,336.0
ensemble_shape_0.30_level_medium,Item_7,0.4426185956555971,564.0,473.97746667558613,404.64719535145764,-90.02253332441384,-0.1596144207879678,168.0
ensemble_shape_0.30_level_medium,Item_8,0.31008987067485055,553.0,371.90404548129834,558.7144327080625,-181.0959545187016,-0.3274791220953013,336.0
ensemble_shape_0.30_level_medium,Item_9,0.35348325790328583,175.0,120.46597165802865,171.54240573615857,-54.534028341971364,-0.3116230190969792,168.0
ensemble_shape_0.30_level_off,Item_0,0.5074430370147971,4567.0,3248.031597389073,2314.2525817871747,-1318.9684026109271,-0.28880411705954173,504.0
ensemble_shape_0.30_level_off,Item_1,0.717744082597856,10429.0,10811.182993058896,2943.6469625869595,382.18299305889514,0.03664617825859576,336.0
ensemble_shape_0.30_level_off,Item_10,0.4219457276510139,1293.0,1419.7189578910884,1170.562415205308,126.71895789108834,0.09800383440919438,504.0
ensemble_shape_0.30_level_off,Item_11,0.2622802482788976,106.0,122.87883882363386,173.27542618850757,16.878838823633856,0.1592343285248477,336.0
ensemble_shape_0.30_level_off,Item_2,0.4233768725068275,1477.0,1022.1201131930359,954.1593404873307,-454.87988680696424,-0.3079755496323387,504.0
ensemble_shape_0.30_level_off,Item_3,0.6094247916687329,4557.0,3668.764789519074,1779.8512243655841,-888.2352104809264,-0.19491665799449778,336.0
ensemble_shape_0.30_level_off,Item_4,0.41986988161113165,728.0,585.9142464713193,557.9813347617519,-142.0857535286807,-0.19517273836357238,336.0
ensemble_shape_0.30_level_off,Item_5,0.5868811881715237,2935.0,3329.9178616594845,1212.5037127165779,394.91786165948474,0.13455463770340195,168.0
ensemble_shape_0.30_level_off,Item_6,0.4781475146945234,2090.0,1556.2265778634767,1117.4875035401733,-533.7734221365234,-0.25539398188350404,336.0
ensemble_shape_0.30_level_off,Item_7,0.4243669997432614,564.0,460.3714549722621,414.28560135309095,-103.62854502773791,-0.18373855501371972,168.0
ensemble_shape_0.30_level_off,Item_8,0.295196517473515,553.0,348.5155744471935,556.387542259818,-204.4844255528065,-0.3697729214336465,336.0
ensemble_shape_0.30_level_off,Item_9,0.34528158764339867,175.0,116.92080766121535,171.07225198602583,-58.079192338784644,-0.3318810990787694,168.0
ensemble_shape_0.30_level_strong,Item_0,0.5313148455199932,4567.0,3361.331387045903,2205.2300323439445,-1205.6686129540972,-0.26399575497133726,504.0
ensemble_shape_0.30_level_strong,Item_1,0.71055036292449,10429.0,11029.379641721438,3018.670265060492,600.3796417214377,0.057568284756106786,336.0
ensemble_shape_0.30_level_strong,Item_10,0.4218293723158518,1293.0,1465.8726505517016,1186.793752174745,172.87265055170133,0.13369887900363597,504.0
ensemble_shape_0.30_level_strong,Item_11,0.27554238381826174,106.0,128.38857354587054,175.78965765166555,22.388573545870514,0.21121295797991052,336.0
ensemble_shape_0.30_level_strong,Item_2,0.4462758108604759,1477.0,1060.9507232173828,921.9268767352748,-416.0492767826173,-0.2816853600423949,504.0
ensemble_shape_0.30_level_strong,Item_3,0.6389841650469937,4557.0,3806.4279497062835,1645.14915988085,-750.5720502937164,-0.16470749402978196,336.0
ensemble_shape_0.30_level_strong,Item_4,0.4223699636656805,728.0,599.0297106757733,561.485932233684,-128.9702893242266,-0.1771569908299816,336.0
ensemble_shape_0.30_level_strong,Item_5,0.5752240398587936,2935.0,3398.6482619267945,1246.7174430144414,463.6482619267946,0.15797215057130992,168.0
ensemble_shape_0.30_level_strong,Item_6,0.5042467685707549,2090.0,1615.2803116128514,1062.9400629388497,-474.7196883871487,-0.22713860688380322,336.0
ensemble_shape_0.30_level_strong,Item_7,0.4461579684466237,564.0,477.05591207438783,402.9179060984912,-86.94408792561215,-0.15415618426526978,168.0
ensemble_shape_0.30_level_strong,Item_8,0.3129564509974541,553.0,377.11671231929336,559.3880888144467,-175.88328768070676,-0.31805296144793266,336.0
ensemble_shape_0.30_level_strong,Item_9,0.3553660924888696,175.0,121.43686863526051,171.76251862306083,-53.56313136473949,-0.30607503636993993,168.0
ensemble_shape_0.45_level_light,Item_0,0.5170537764473322,4567.0,3360.2518490866078,2270.546880352229,-1206.7481509133922,-0.26423213289104275,504.0
ensemble_shape_0.45_level_light,Item_1,0.6959840940686605,10429.0,11068.797067122687,3170.5818829579403,639.7970671226869,0.06134788255083776,336.0
ensemble_shape_0.45_level_light,Item_10,0.41473726930387345,1293.0,1461.4995916856628,1196.0860851196485,168.49959168566286,0.13031677624567894,504.0
ensemble_shape_0.45_level_light,Item_11,0.2616813141383445,106.0,122.05578230371101,172.57934370638196,16.055782303711013,0.1514696443746322,336.0
ensemble_shape_0.45_level_light,Item_2,0.4325744085923316,1477.0,1050.4971090747413,941.5757306354134,-426.5028909252587,-0.28876295932651236,504.0
ensemble_shape_0.45_level_light,Item_3,0.6180664824210684,4557.0,3801.9993262828984,1740.4710396071912,-755.0006737171018,-0.16567932273800787,336.0
ensemble_shape_0.45_level_light,Item_4,0.41257317650528186,728.0,605.393156300758,570.3469705016421,-122.60684369924198,-0.16841599409236535,336.0
ensemble_shape_0.45_level_light,Item_5,0.5540882996212868,2935.0,3407.3539074581713,1308.7508406115232,472.3539074581715,0.16093829896360187,168.0
ensemble_shape_0.45_level_light,Item_6,0.4864795171776242,2090.0,1607.4808532881957,1101.0155919133786,-482.5191467118045,-0.23087040512526533,336.0
ensemble_shape_0.45_level_light,Item_7,0.429605211675009,564.0,478.13195078237425,414.826225265811,-85.86804921762578,-0.15224831421564855,168.0
ensemble_shape_0.45_level_light,Item_8,0.30601281341705894,553.0,368.4713103108297,558.1599007766918,-184.52868968917028,-0.3336865997995846,336.0
ensemble_shape_0.45_level_light,Item_9,0.3536515951885717,175.0,120.26243575188097,171.0638434072504,-54.73756424811903,-0.312786081417823,168.0
ensemble_shape_0.45_level_medium,Item_0,0.5238692148638643,4567.0,3392.9473183522423,2239.420773103927,-1174.0526816477577,-0.2570730636408491,504.0
ensemble_shape_0.45_level_medium,Item_1,0.6941055271058915,10429.0,11121.54914674754,3190.1734578126575,692.5491467475397,0.06640609327332819,336.0
ensemble_shape_0.45_level_medium,Item_10,0.41406152935971735,1293.0,1473.190321566762,1201.0150122499763,180.1903215667618,0.13935833067808337,504.0
ensemble_shape_0.45_level_medium,Item_11,0.26529791621047727,106.0,123.60750758099371,173.30697654026307,17.607507580993705,0.16610856208484628,336.0
ensemble_shape_0.45_level_medium,Item_2,0.43880082334314763,1477.0,1061.7023099853013,932.8550851271998,-415.29769001469873,-0.2811764996714277,504.0
ensemble_shape_0.45_level_medium,Item_3,0.6267163335086773,4557.0,3842.062661354512,1701.0536682009583,-714.9373386454882,-0.15688771969398468,336.0
