model,cate2_id,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
item_prophet_shape_0.60_level_light,4,0.3396555179112031,604.0,429.5714428389326,600.269603677925,-174.42855716106737,-0.28878900192229695,336.0
item_prophet_shape_0.60_level_light,5,0.3393997840874406,1123.0,923.2761080933184,1102.8324977060247,-199.72389190668162,-0.17784852351440927,840.0
item_prophet_shape_0.60_level_light,6,0.5777114359081622,16331.0,15246.592802505098,7195.286303708206,-1084.407197494903,-0.06640176336384195,1848.0
item_prophet_shape_0.60_level_medium,3,0.6231188213601209,13586.0,15252.817979844973,5607.853429442075,1666.8179798449737,0.12268644044199718,1008.0
item_prophet_shape_0.60_level_medium,4,0.34356391597292973,604.0,440.17028737166186,603.5090910390745,-163.8297126283381,-0.27124124607340744,336.0
item_prophet_shape_0.60_level_medium,5,0.33911965236455066,1123.0,934.4681872537597,1109.2566634966383,-188.5318127462403,-0.1678822909583618,840.0
item_prophet_shape_0.60_level_medium,6,0.5781644756024251,16331.0,15247.695478474465,7188.338770362196,-1083.3045215255336,-0.0663342429444329,1848.0
item_prophet_shape_0.60_level_off,3,0.6310828787167365,13586.0,14690.63184264196,5480.541998819719,1104.6318426419625,0.08130662760503184,1008.0
item_prophet_shape_0.60_level_off,4,0.33003846134213355,604.0,410.6522632350037,596.2693947302994,-193.3477367649963,-0.3201121469619144,336.0
item_prophet_shape_0.60_level_off,5,0.3372600070882767,1123.0,906.060439273024,1096.2106085706532,-216.93956072697586,-0.1931785937016704,840.0
item_prophet_shape_0.60_level_off,6,0.5769535856135242,16331.0,15233.03643419376,7206.983626617227,-1097.9635658062398,-0.06723186368294898,1848.0
item_prophet_shape_0.60_level_strong,3,0.6205472797076197,13586.0,15382.591731894707,5647.260599831118,1796.5917318947077,0.13223846105510875,1008.0
item_prophet_shape_0.60_level_strong,4,0.3464211600583907,604.0,447.05279776310346,605.4005880499572,-156.94720223689657,-0.25984636131936517,336.0
item_prophet_shape_0.60_level_strong,5,0.33873167966106316,1123.0,942.5441811387267,1113.948434650193,-180.45581886127326,-0.1606908449343484,840.0
item_prophet_shape_0.60_level_strong,6,0.5783763485942311,16331.0,15243.560746388357,7184.916610895314,-1087.4392536116425,-0.06658742597585221,1848.0
