model,option_id,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
bottomup_mix,Option_0,0.5528132352941176,1700.0,1089.5125,768.0674999999999,-610.4875,-0.35911029411764706,168.0
bottomup_mix,Option_1,0.6864471335052568,5041.0,5055.24,1580.62,14.240000000000066,0.0028248363419956487,168.0
bottomup_mix,Option_10,0.27439130434782605,460.0,474.5375,468.74249999999995,14.537500000000023,0.03160326086956527,168.0
bottomup_mix,Option_11,0.1814556962025316,79.0,52.2725,102.60249999999999,-26.727499999999996,-0.3383227848101265,168.0
bottomup_mix,Option_12,0.49571278511404565,1666.0,1058.4175,845.0425,-607.5825000000001,-0.3646953781512606,168.0
bottomup_mix,Option_13,0.3394871794871795,390.0,460.4275,393.2225,70.4275,0.18058333333333332,168.0
bottomup_mix,Option_14,0.5055180969060128,1713.0,1099.6675,858.4975,-613.3325,-0.3580458260361938,168.0
bottomup_mix,Option_15,0.44599750623441387,1203.0,798.865,689.52,-404.13500000000005,-0.33593931837073987,168.0
bottomup_mix,Option_16,0.4169536713286713,572.0,350.7975,342.2975,-221.2025,-0.38671765734265734,168.0
bottomup_mix,Option_17,0.6194187201907791,2516.0,1704.6374999999998,957.5425,-811.3625,-0.32248112082670904,168.0
bottomup_mix,Option_18,0.34897101449275364,345.0,252.0775,307.3775,-92.9225,-0.2693405797101449,168.0
bottomup_mix,Option_19,0.25448504983388714,301.0,210.875,328.76,-90.12499999999999,-0.29941860465116277,168.0
bottomup_mix,Option_2,0.36526871401151634,521.0,324.6375,357.76250000000005,-196.3625,-0.3768953934740883,168.0
bottomup_mix,Option_20,0.6662526477951087,5193.0,5145.585,1733.15,-47.41500000000002,-0.009130560369728485,168.0
bottomup_mix,Option_21,0.12705882352941178,51.0,51.125,86.365,0.12500000000000178,0.0024509803921568974,168.0
bottomup_mix,Option_22,0.362711937716263,578.0,359.405,395.33500000000004,-218.59499999999997,-0.3781920415224913,168.0
bottomup_mix,Option_23,0.34866797900262475,381.0,397.3125,413.0425,16.312500000000007,0.04281496062992128,168.0
bottomup_mix,Option_3,0.6141089011421819,2539.0,1724.2275,979.7774999999999,-814.7725,-0.32090291453328085,168.0
bottomup_mix,Option_4,0.30269585253456216,434.0,353.635,383.81000000000006,-80.365,-0.18517281105990782,168.0
bottomup_mix,Option_5,0.5316149237472767,2754.0,3145.7475000000004,1289.9325,391.74750000000006,0.14224673202614382,168.0
bottomup_mix,Option_6,0.45446489726027395,1168.0,688.3525,644.1975,-479.6475,-0.41065710616438356,168.0
bottomup_mix,Option_7,0.35843499197431783,623.0,450.9375,484.4125,-172.0625,-0.27618378812199035,168.0
bottomup_mix,Option_8,0.3248049645390071,282.0,237.65249999999997,289.75249999999994,-44.34750000000001,-0.15726063829787237,168.0
bottomup_mix,Option_9,0.25637978142076506,183.0,136.43,193.765,-46.57,-0.2544808743169399,168.0
cate2_mix,Option_0,0.5580321069825589,1700.0,1067.8270157702782,759.1204156779485,-632.1729842297218,-0.37186646131160106,168.0
cate2_mix,Option_1,0.7088271672285207,5041.0,5039.178569951938,1467.8022500010268,-1.8214300480629504,-0.00036132315970302526,168.0
cate2_mix,Option_10,0.34440074484312305,460.0,453.51070874434555,439.83180908949254,-6.489291255654422,-0.01410715490359657,168.0
cate2_mix,Option_11,0.2183057075592353,79.0,57.40447783486606,101.91217604050686,-21.595522165133946,-0.2733610400649867,168.0
cate2_mix,Option_12,0.5205717547452976,1666.0,1033.9189427820852,807.2847969885677,-632.0810572179148,-0.3794003944885443,168.0
cate2_mix,Option_13,0.4351005712415296,390.0,477.07011141330736,345.0079126369018,87.07011141330732,0.22325669593155723,168.0
cate2_mix,Option_14,0.517372909369188,1713.0,1069.1505518279828,836.2697688670366,-643.8494481720172,-0.37586074032225175,168.0
cate2_mix,Option_15,0.5228476249038334,1203.0,805.9710512324198,593.9376858213016,-397.02894876758023,-0.33003237636540333,168.0
cate2_mix,Option_16,0.44491920202547663,572.0,344.9908785427661,329.5244505748874,-227.0091214572339,-0.3968690934567026,168.0
cate2_mix,Option_17,0.6347622616851987,2516.0,1735.224710804664,918.9381496000399,-780.775289195336,-0.3103240418105469,168.0
cate2_mix,Option_18,0.4101404093715914,345.0,256.3092129715293,282.9034099583756,-88.69078702847065,-0.25707474501005984,168.0
cate2_mix,Option_19,0.23806216524640117,301.0,213.81135126353288,338.2281378127522,-87.18864873646712,-0.2896632848387612,168.0
cate2_mix,Option_2,0.4695655514192341,521.0,325.1595399246866,304.61589952355746,-195.8404600753134,-0.37589339745741535,168.0
cate2_mix,Option_20,0.6954080066985776,5193.0,5143.540406654306,1581.7462212142864,-49.459593345694515,-0.00952428140683507,168.0
cate2_mix,Option_21,0.21266616098156016,51.0,58.29409848765622,87.60215006753708,7.29409848765622,0.14302153897365139,168.0
cate2_mix,Option_22,0.40717688439235705,578.0,347.57236189148904,371.1871528909347,-230.42763810851096,-0.39866373375174907,168.0
cate2_mix,Option_23,0.4334862345975965,381.0,406.8903798910077,380.58904677061764,25.890379891007683,0.06795375299477083,168.0
cate2_mix,Option_3,0.6254304122894165,2539.0,1763.723504975494,951.0321831971714,-775.2764950245057,-0.30534718197105387,168.0
cate2_mix,Option_4,0.3942956706388695,434.0,346.8510812999416,337.55149731456135,-87.14891870005845,-0.2008039601383835,168.0
cate2_mix,Option_5,0.5705630479558247,2754.0,3158.659823345097,1182.669365929659,404.6598233450967,0.14693530259444323,168.0
cate2_mix,Option_6,0.4862526874969579,1168.0,705.3423793257625,605.0171314020353,-462.6576206742374,-0.39611097660465533,168.0
cate2_mix,Option_7,0.49317159419777745,623.0,450.5765629223717,386.93734609040376,-172.4234370776283,-0.27676314137661046,168.0
