key,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,contribution_share,attribution_level
2022-07-29 00:00:00,159.0,153.79196241971204,59.69732277575251,-5.208037580287958,0.004583811816499234,day
2022-07-30 00:00:00,141.0,157.0665799431021,77.87519224241373,16.066579943102102,0.0059795851776106015,day
2022-07-31 00:00:00,115.0,149.4157545175157,65.91978763663522,34.41575451751568,0.005061598870103094,day
2022-08-01 00:00:00,138.0,157.647840054689,59.22297155453975,19.647840054689013,0.004547389132334089,day
2022-08-02 00:00:00,112.0,156.60113756610622,71.47086484569269,44.60113756610621,0.005487833952717424,day
2022-08-03 00:00:00,147.0,172.48640378492132,59.49131195212494,25.486403784921315,0.004567993437989731,day
2022-08-04 00:00:00,172.0,177.7126608381362,46.64818964448022,5.712660838136209,0.003581844427326921,day
2022-08-05 00:00:00,368.0,316.46017305015135,133.399905330462,-51.539826949848624,0.010243006452242746,day
2022-08-06 00:00:00,372.0,318.23808362549505,143.84793645649341,-53.76191637450498,0.011045250276719695,day
2022-08-07 00:00:00,362.0,300.06981410406996,120.95698493957723,-61.93018589593006,0.00928758662992094,day
2022-08-08 00:00:00,276.0,316.520944578419,100.81326380477934,40.52094457841903,0.007740866899912279,day
2022-08-09 00:00:00,520.0,311.8557952737257,231.54395393026698,-208.14420472627432,0.017778919769172733,day
2022-08-10 00:00:00,330.0,337.7971060135841,91.63863486854814,7.797106013584091,0.0070364002576163215,day
2022-08-11 00:00:00,292.0,350.8603007278706,150.91560590572132,58.860300727870595,0.01158793569760829,day
2022-08-12 00:00:00,591.0,498.75186241773963,210.9129503244293,-92.24813758226038,0.016194784439186236,day
2022-08-13 00:00:00,552.0,488.8421880721371,228.53952060236026,-63.15781192786286,0.017548226727173592,day
2022-08-14 00:00:00,477.0,463.6043891588019,293.11553917396486,-13.395610841198106,0.02250664535011432,day
2022-08-15 00:00:00,549.0,475.72127622028785,265.5289968291274,-73.27872377971214,0.020388434467331087,day
2022-08-16 00:00:00,576.0,479.4900174267845,221.2388562592925,-96.50998257321547,0.01698765097723994,day
2022-08-17 00:00:00,510.0,505.2995251627453,211.13479081918302,-4.70047483725473,0.01621181828650046,day
2022-08-18 00:00:00,558.0,523.6426370396964,175.5085635433983,-34.357362960303576,0.013476286541174705,day
2022-08-19 00:00:00,724.0,665.6640493957788,296.80091499669027,-58.335950604221196,0.02278962402418161,day
2022-08-20 00:00:00,668.0,663.001130429858,263.569491578948,-4.998869570142034,0.020237975403128078,day
2022-08-21 00:00:00,848.0,618.5901485359407,348.9616098709241,-229.4098514640593,0.026794741815132833,day
2022-08-22 00:00:00,900.0,633.9602080427145,444.6590778873645,-266.03979195728544,0.03414279637279867,day
2022-08-23 00:00:00,716.0,641.46286468017,290.7846568631521,-74.53713531982996,0.022327670391399556,day
2022-08-24 00:00:00,724.0,665.8183362901003,395.5328051408451,-58.18166370989964,0.03037067429017281,day
2022-08-25 00:00:00,756.0,688.7355712935179,264.56146130463617,-67.26442870648211,0.02031414301565736,day
2022-08-26 00:00:00,800.0,655.0724909496944,252.6821532762912,-144.92750905030562,0.01940199972379304,day
2022-08-27 00:00:00,760.0,639.1946052941363,389.08555029627536,-120.80539470586366,0.029875626915074702,day
2022-08-28 00:00:00,732.0,609.1130753840046,268.91277291753084,-122.88692461599545,0.020648255043819508,day
2022-08-29 00:00:00,816.0,625.5154688630834,403.0681305235015,-190.48453113691662,0.030949268302837923,day
2022-08-30 00:00:00,820.0,623.4290762498065,283.9670907118169,-196.5709237501935,0.021804188954859346,day
2022-08-31 00:00:00,584.0,651.3817743360762,231.53827533346728,67.38177433607625,0.017778483742598987,day
2022-09-01 00:00:00,828.0,694.777915653163,303.2232894289744,-133.222084346837,0.023282760976457866,day
2022-09-02 00:00:00,812.0,692.2376051909622,308.52898682431766,-119.7623948090378,0.023690154763728707,day
2022-09-03 00:00:00,576.0,682.6998684636524,269.47544560110805,106.69986846365235,0.020691459421769438,day
2022-09-04 00:00:00,952.0,668.9415333618879,372.19514336330144,-283.0584666381121,0.028578710348553343,day
2022-09-05 00:00:00,760.0,677.1545878563793,313.1144588404332,-82.8454121436207,0.024042246613653916,day
2022-09-06 00:00:00,612.0,700.543837601159,285.6188500462337,88.54383760115901,0.021931017991792104,day
2022-09-07 00:00:00,868.0,705.2296701925707,399.0424079866049,-162.77032980742933,0.030640156374922973,day
2022-09-08 00:00:00,820.0,755.8744996833315,278.0825561928773,-64.12550031666852,0.021352349615868602,day
2022-09-09 00:00:00,591.0,554.484288007304,207.44888314518164,-36.51571199269597,0.015928798774652683,day
