origin,split,model,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
2022-07-21,selection,bottomup_mix,0.5347062959757681,4622.0,3339.2574999999997,2296.2275,-1282.7424999999998,-0.2775297490263955,672.0
2022-07-21,selection,cate2_mix,0.5728794513906811,4622.0,3339.2575,2121.6819915472424,-1282.7425,-0.2775297490263955,672.0
2022-07-21,selection,cate2_prophet,0.6394943372840306,4622.0,4676.972422573495,1833.4724030194852,54.97242257349577,0.011893644001189045,672.0
2022-07-21,selection,ensemble,0.6376891730716713,4622.0,4287.606143948502,1841.4077008117943,-334.3938560514988,-0.07234830291031995,672.0
2022-07-21,selection,ensemble_bias_global,0.620197467901476,4622.0,4875.514381218429,1945.126622428278,253.51438121842892,0.054849498316406085,672.0
2022-07-21,selection,ensemble_bias_horizon,0.6187102229254826,4622.0,4885.3574832788645,1950.1809910883098,263.35748327886415,0.05697911797465689,672.0
2022-07-21,selection,ensemble_bias_item,0.6476245030276121,4622.0,4641.967977966814,1814.3395727377297,19.967977966813564,0.004320202935269054,672.0
2022-07-21,selection,ensemble_residual_beta_0.3,0.6361558725776641,4622.0,4307.291606791214,1850.202451200982,-314.7083932087858,-0.06808922397420723,672.0
2022-07-21,selection,ensemble_residual_beta_0.5,0.6342703925317814,4622.0,4320.415248686356,1860.0556969769773,-301.584751313644,-0.06524983801679879,672.0
2022-07-21,selection,ensemble_residual_beta_0.7,0.6317738804395531,4622.0,4333.538890581498,1872.7331328711816,-288.4611094185021,-0.062410452059390324,672.0
2022-07-21,selection,ensemble_residual_beta_0.9,0.6289749525518158,4622.0,4346.66253247664,1886.8083345722275,-275.33746752336015,-0.05957106610198186,672.0
2022-07-21,selection,ensemble_shape_0.30_level_light,0.621946124272523,4622.0,4330.177858229256,1916.3738876487917,-291.8221417707434,-0.06313763344239363,672.0
2022-07-21,selection,ensemble_shape_0.30_level_medium,0.6217621930950384,4622.0,4334.5260830435445,1917.800461597278,-287.4739169564558,-0.06219686649858412,672.0
2022-07-21,selection,ensemble_shape_0.30_level_off,0.6221502346635162,4622.0,4323.989443427582,1914.5100133356964,-298.0105565724177,-0.06447653755353044,672.0
2022-07-21,selection,ensemble_shape_0.30_level_strong,0.6216335971265297,4622.0,4337.882214006556,1918.8048501224653,-284.11778599344416,-0.061470745563272214,672.0
2022-07-21,selection,ensemble_shape_0.45_level_light,0.6083313927759806,4622.0,4350.569024181151,1979.7221575728245,-271.4309758188484,-0.05872587101229953,672.0
2022-07-21,selection,ensemble_shape_0.45_level_medium,0.6082714995845934,4622.0,4353.941782572663,1980.517390369785,-268.0582174273358,-0.05799615262382861,672.0
2022-07-21,selection,ensemble_shape_0.45_level_off,0.6083970286713336,4622.0,4345.716539751106,1978.5809419739735,-276.2834602488936,-0.05977573782970438,672.0
2022-07-21,selection,ensemble_shape_0.45_level_strong,0.608230482632288,4622.0,4356.54769180406,1981.0714966235414,-265.4523081959403,-0.05743234707830816,672.0
2022-07-21,selection,ensemble_shape_0.60_level_light,0.5893955152032876,4622.0,4364.739638349908,2066.8409595037288,-257.2603616500925,-0.055659965739959426,672.0
2022-07-21,selection,ensemble_shape_0.60_level_medium,0.5894384554395338,4622.0,4367.5769689964245,2067.1379027780604,-254.42303100357546,-0.05504609065417037,672.0
2022-07-21,selection,ensemble_shape_0.60_level_off,0.5893150706926872,4622.0,4360.602326800265,2066.399019449983,-261.3976731997353,-0.05655510021629929,672.0
2022-07-21,selection,ensemble_shape_0.60_level_strong,0.5894723555765975,4622.0,4369.762432946054,2067.3250372236043,-252.2375670539468,-0.054573251201632804,672.0
2022-07-21,selection,hybrid_short_residual_beta_0.5,0.6187143186654173,4622.0,4572.953000980376,1938.2658846936552,-49.04699901962438,-0.010611639770580784,672.0
2022-07-21,selection,hybrid_short_residual_beta_0.7,0.6182406750183909,4622.0,4576.303020460895,1941.2301818252517,-45.696979539104866,-0.009886841094570503,672.0
2022-07-21,selection,hybrid_short_residual_beta_0.9,0.6177362580623929,4622.0,4579.653039941415,1944.3367131909147,-42.3469600585854,-0.009162042418560234,672.0
2022-07-21,selection,item_prophet,0.6128993440488836,4622.0,4696.886086151919,1965.556383459294,74.88608615191839,0.016202095662466116,672.0
2022-07-21,selection,item_prophet_shape_0.30_level_light,0.6064391850888339,4622.0,4681.381731712887,1996.1026074416075,59.381731712886946,0.012847626939179348,672.0
2022-07-21,selection,item_prophet_shape_0.30_level_medium,0.6061775166294567,4622.0,4688.250077318507,1998.172015197151,66.25007731850653,0.014333638537106562,672.0
2022-07-21,selection,item_prophet_shape_0.30_level_off,0.6063671877727292,4622.0,4671.602083731763,1995.0455800150028,49.602083731762704,0.010731735986967266,672.0
2022-07-21,selection,item_prophet_shape_0.30_level_strong,0.6060109430639187,4622.0,4693.569035383851,1999.5484181995416,71.56903538385134,0.015484429983524738,672.0
2022-07-21,selection,item_prophet_shape_0.45_level_light,0.592276323452969,4622.0,4683.151448593519,2061.0321275843407,61.151448593518836,0.013230516787866473,672.0
2022-07-21,selection,item_prophet_shape_0.45_level_medium,0.5921575876883711,4622.0,4689.087178514524,2062.3784532592163,67.08717851452346,0.014514750868568467,672.0
2022-07-21,selection,item_prophet_shape_0.45_level_off,0.5924232974472579,4622.0,4674.669004738227,2059.0532120627845,52.669004738227116,0.011395284452234339,672.0
2022-07-21,selection,item_prophet_shape_0.45_level_strong,0.5920978091584328,4622.0,4693.70375631913,2063.2129712313695,71.70375631913014,0.015513577741049358,672.0
2022-07-21,selection,item_prophet_shape_0.60_level_light,0.576487126610563,4622.0,4682.833002271978,2132.8514787222084,60.833002271978984,0.013161618838593462,672.0
2022-07-21,selection,item_prophet_shape_0.60_level_medium,0.5764779318898028,4622.0,4688.246274576677,2133.6566787053443,66.24627457667717,0.014332815788982512,672.0
2022-07-21,selection,item_prophet_shape_0.60_level_off,0.5764809319504576,4622.0,4675.060182748359,2131.620931865674,53.06018274835918,0.011479918379134396,672.0
2022-07-21,selection,item_prophet_shape_0.60_level_strong,0.5764999667556324,4622.0,4692.463091671026,2134.082656631008,70.46309167102538,0.015245151811126218,672.0
2022-07-28,selection,bottomup_mix,0.5336827180862034,4849.0,3922.66,2439.235,-926.3399999999999,-0.19103732728397607,672.0
2022-07-28,selection,cate2_mix,0.5725449999596097,4849.0,3922.66,2248.1213412518855,-926.3400000000001,-0.1910373272839761,672.0
2022-07-28,selection,cate2_prophet,0.6446180870741129,4849.0,4966.71312888647,1920.7191165100432,117.71312888647039,0.02427575353402153,672.0
2022-07-28,selection,ensemble,0.6418530016077373,4849.0,4635.991524903977,1940.8771290348775,-213.00847509602292,-0.043928330603428115,672.0
2022-07-28,selection,ensemble_bias_global,0.6204114907737225,4849.0,5271.669689805253,2072.8495853291297,422.6696898052533,0.08716636209636076,672.0
2022-07-28,selection,ensemble_bias_horizon,0.6220382586767497,4849.0,5272.518288044994,2065.2172115100857,423.5182880449937,0.08734136688904799,672.0
