origin,split,model,horizon,score,n_rows,actual_sum
2022-08-04 00:00:00,selection,ensemble_bucket_selected,1,0.7234721815746898,24.0,184.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,2,0.5456531604896855,24.0,186.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,3,0.6816822563340894,24.0,181.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,4,0.6969733334899921,24.0,138.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,5,0.5201789734482278,24.0,260.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,6,0.7724040102816015,24.0,165.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,7,0.6071957946747726,24.0,146.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,8,0.6460893149757663,24.0,197.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,9,0.5669248509595479,24.0,184.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,10,0.5059996515844344,24.0,159.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,11,0.5999424557719643,24.0,183.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,12,0.6289374673598742,24.0,192.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,13,0.654001885121758,24.0,170.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,14,0.6580383249207986,24.0,186.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,15,0.6335201893198442,24.0,181.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,16,0.6227305410633834,24.0,167.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,17,0.619634825706227,24.0,212.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,18,0.5040390490570934,24.0,225.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,19,0.6877647369534101,24.0,179.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,20,0.6251755326580232,24.0,181.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,21,0.7124099501595106,24.0,189.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,22,0.7026697421266265,24.0,200.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,23,0.603111953484467,24.0,190.0
2022-08-04 00:00:00,selection,ensemble_bucket_selected,24,0.6544262867284835,24.0,183.0
