split,model,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
holdout,cate2_prophet,0.6518089207689016,10732.0,10228.076098327663,4122.386735322066,-503.9239016723362,-0.046955264784973555,1344.0
holdout,ensemble_residual_beta_0.3,0.6398445108834748,10732.0,10086.315111563948,4261.622248233443,-645.6848884360511,-0.06016445102833126,1344.0
holdout,ensemble_residual_beta_0.5,0.6396503017731943,10732.0,10153.68342156876,4267.1421052066125,-578.3165784312413,-0.053887120614167096,1344.0
holdout,ensemble,0.6392034330649233,10732.0,9985.262646556734,4263.348888179679,-746.7373534432662,-0.06958044664957755,1344.0
holdout,ensemble_residual_beta_0.7,0.638913214059547,10732.0,10221.05173157357,4278.488135351114,-510.9482684264312,-0.04760979020000291,1344.0
holdout,ensemble_residual_beta_0.9,0.6380866893694643,10732.0,10281.533784436157,4290.434122555231,-450.46621556384423,-0.041974116247096925,1344.0
holdout,item_prophet,0.6338514771130267,10732.0,9967.21756120661,4286.384624153371,-764.7824387933899,-0.07126187465462075,1344.0
holdout,ensemble_shape_0.30_level_off,0.6330290828018302,10732.0,10425.345882070753,4350.736468056935,-306.6541179292485,-0.028573808975889722,1344.0
holdout,ensemble_shape_0.30_level_light,0.6303885976680698,10732.0,10546.82030051316,4390.244121943148,-185.17969948683987,-0.01725491050007826,1344.0
holdout,ensemble_shape_0.30_level_medium,0.6282790364935557,10732.0,10620.630923746754,4420.010072310126,-111.36907625324642,-0.01037728999750712,1344.0
holdout,hybrid_short_residual_beta_0.5,0.6281270641688391,10732.0,10297.435927419694,4382.561481303904,-434.5640725803067,-0.040492366062272335,1344.0
holdout,hybrid_short_residual_beta_0.7,0.6281172730971696,10732.0,10328.824146515413,4384.426635816977,-403.1758534845875,-0.03756763450285012,1344.0
holdout,hybrid_short_residual_beta_0.9,0.6279588377477948,10732.0,10360.212365611133,4387.887040718382,-371.78763438886847,-0.03464290294342792,1344.0
holdout,ensemble_bias_global,0.6271950003064174,10732.0,11354.422491030764,4445.874961207428,622.4224910307631,0.05799687765847588,1344.0
holdout,ensemble_shape_0.30_level_strong,0.6267699254002068,10732.0,10667.338763905569,4441.181316435297,-64.66123609442941,-0.00602508722460207,1344.0
holdout,item_prophet_shape_0.30_level_off,0.6247994296836417,10732.0,10268.649070505786,4395.175206498119,-463.3509294942143,-0.04317470457456339,1344.0
