model,target_date,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
bottomup_mix,2022-08-05,0.636413043478261,184.0,150.0,72.0,-34.0,-0.18478260869565216,24.0
bottomup_mix,2022-08-06,0.45806451612903226,186.0,148.39999999999998,101.60000000000002,-37.6,-0.2021505376344086,24.0
bottomup_mix,2022-08-07,0.5458563535911602,181.0,114.4,87.19999999999999,-66.6,-0.36795580110497234,24.0
bottomup_mix,2022-08-08,0.6884057971014492,138.0,140.5,61.1,2.499999999999999,0.0181159420289855,24.0
bottomup_mix,2022-08-09,0.4569230769230768,260.0,131.60000000000002,141.2,-128.39999999999998,-0.49384615384615377,24.0
bottomup_mix,2022-08-10,0.673939393939394,165.0,155.0,57.0,-9.999999999999998,-0.060606060606060594,24.0
bottomup_mix,2022-08-11,0.6520547945205479,146.0,147.8,52.0,1.8000000000000007,0.012328767123287676,24.0
bottomup_mix,2022-08-12,0.6770304568527918,394.0,323.6,141.8,-70.4,-0.1786802030456853,48.0
bottomup_mix,2022-08-13,0.5059782608695652,368.0,295.4,195.00000000000003,-72.60000000000001,-0.1972826086956522,48.0
bottomup_mix,2022-08-14,0.48977987421383645,318.0,250.7,181.6,-67.3,-0.21163522012578614,48.0
bottomup_mix,2022-08-15,0.5042349726775955,366.0,264.85,182.35000000000002,-101.15,-0.27636612021857926,48.0
bottomup_mix,2022-08-16,0.4989583333333334,384.0,314.6,201.6,-69.4,-0.1807291666666667,48.0
bottomup_mix,2022-08-17,0.5960294117647059,340.0,311.40000000000003,139.39999999999998,-28.599999999999994,-0.08411764705882352,48.0
bottomup_mix,2022-08-18,0.6737903225806453,372.0,296.5,130.0,-75.5,-0.20295698924731181,48.0
bottomup_mix,2022-08-19,0.6898342541436464,543.0,493.1,226.99,-49.89999999999998,-0.0918968692449355,72.0
bottomup_mix,2022-08-20,0.5013872255489021,501.0,512.8199999999999,256.17999999999995,11.82,0.023592814371257487,72.0
bottomup_mix,2022-08-21,0.570683962264151,636.0,417.97,284.64,-218.03,-0.34281446540880506,72.0
