model,cate2_id,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
ensemble_shape_0.30,4,0.29762321973275424,553.0,353.32776050899616,558.3315556783919,-199.67223949100384,-0.36107095748825285,336.0
ensemble_shape_0.30,5,0.3925159573203038,1009.0,836.0759139840197,903.6018607380261,-172.92408601598015,-0.17138165115557993,840.0
ensemble_shape_0.30,6,0.5285094437637907,13255.0,10208.239200816519,6537.3438552474545,-3046.7607991834807,-0.22985747259022865,1848.0
ensemble_shape_0.45,3,0.6439697670841289,14657.0,15917.807376113848,5654.763508522879,1260.8073761138494,0.08602083483071907,1008.0
ensemble_shape_0.45,4,0.29946389729113115,553.0,358.2843528836843,558.1111940924571,-194.71564711631575,-0.35210786096982954,336.0
ensemble_shape_0.45,5,0.3860589439693032,1009.0,845.9709309634836,912.0212538897117,-163.02906903651643,-0.1615748949816813,840.0
ensemble_shape_0.45,6,0.5210090969608809,13255.0,10442.036489412836,6642.638357457996,-2812.9635105871644,-0.21221905021404483,1848.0
ensemble_shape_0.60,3,0.622544171721811,14657.0,16072.446966965366,5972.67055428339,1415.4469669653645,0.0965713970775305,1008.0
ensemble_shape_0.60,4,0.29791131240768504,553.0,358.9324712502853,558.3375119771835,-194.0675287497147,-0.35093585669026167,336.0
ensemble_shape_0.60,5,0.3800277435439054,1009.0,845.4474192184712,916.4083047920356,-163.55258078152877,-0.16209373714720393,840.0
ensemble_shape_0.60,6,0.5120558234930712,13255.0,10620.12352100141,6765.412604638363,-2634.8764789985894,-0.19878358951328476,1848.0
item_prophet,3,0.6687488714122667,14657.0,15373.049727552643,5298.030401813243,716.0497275526448,0.04885377140974584,1008.0
item_prophet,4,0.2720736762149462,553.0,321.136703796025,560.7524719393924,-231.86329620397498,-0.41928263328024407,336.0
item_prophet,5,0.33042992138526367,1009.0,668.247064817931,940.9292018415853,-340.752935182069,-0.3377135135600287,840.0
item_prophet,6,0.5845288056376332,13255.0,11522.86721235553,5823.129922005797,-1732.1327876444689,-0.13067769050505235,1848.0
item_prophet_shape_0.30,3,0.6572935878921868,14657.0,15683.49116861266,5484.197383349895,1026.4911686126588,0.07003419312360366,1008.0
item_prophet_shape_0.30,4,0.27922762647947397,553.0,325.51455032480715,556.0465540563125,-227.48544967519283,-0.411366093445195,336.0
item_prophet_shape_0.30,5,0.3306310109283764,1009.0,679.8786961201047,940.829276975373,-329.1213038798953,-0.3261856331812639,840.0
item_prophet_shape_0.30,6,0.5780244408051395,13255.0,12193.107374539017,5924.906646666748,-1061.892625460984,-0.08011260848441976,1848.0
item_prophet_shape_0.45,3,0.6431662434161339,14657.0,15856.297757809818,5700.432488529697,1199.2977578098198,0.08182423127582861,1008.0
item_prophet_shape_0.45,4,0.2812920832333305,553.0,327.3274179640401,554.3507579078926,-225.6725820359599,-0.4080878517829293,336.0
item_prophet_shape_0.45,5,0.3276415701539894,1009.0,685.0169700827021,943.6265531674557,-323.983029917298,-0.32109319119652924,840.0
item_prophet_shape_0.45,6,0.565312145512588,13255.0,12534.925733683074,6101.139020667082,-720.0742663169268,-0.05432472774929663,1848.0
item_prophet_shape_0.60,3,0.6259325467069672,14657.0,16009.953272682025,5958.191551153122,1352.953272682023,0.09230765318155304,1008.0
item_prophet_shape_0.60,4,0.2800335677499957,553.0,325.8964854337215,553.3342022967403,-227.10351456627848,-0.41067543321207683,336.0
item_prophet_shape_0.60,5,0.3230467068608027,1009.0,682.7720133567,945.1631831296115,-326.2279866432999,-0.3233181235315163,840.0
item_prophet_shape_0.60,6,0.5518214681036478,13255.0,12809.09111806495,6285.4800939957295,-445.9088819350509,-0.03364080587967189,1848.0
