model,horizon,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
ensemble_bias_global,17,0.5819704129343343,1088.0,932.7879442629842,489.05737482714494,-155.21205573701587,-0.142658139464169,144.0
ensemble_bias_global,18,0.5706089596926804,1078.0,948.6691203871432,498.6418911755667,-129.33087961285685,-0.11997298665385607,144.0
ensemble_bias_global,19,0.5998633855631593,1101.0,970.5760817512313,502.01660928014405,-130.42391824876876,-0.11845950794620232,144.0
ensemble_bias_global,20,0.5723603635523848,1026.0,1015.1075673519963,465.877048712351,-10.892432648003734,-0.010616406089672256,144.0
ensemble_bias_global,21,0.6427684189033686,1105.0,1055.3602345155923,427.8794422058105,-49.639765484407796,-0.044922864691771765,144.0
ensemble_bias_global,22,0.6600503021154035,1162.0,1014.2375293271142,448.35470957371626,-147.76247067288583,-0.1271621950713303,144.0
ensemble_bias_global,23,0.5525025688243934,1018.0,992.6851881866444,490.69369114586885,-25.314811813355597,-0.024867202174219644,144.0
ensemble_bias_global,24,0.6217001423438082,1148.0,952.1212841210126,479.7290633944955,-195.87871587898735,-0.17062605912803777,144.0
ensemble_bias_global,25,0.5855890196005514,1107.0,968.7308146866301,498.1076354928914,-138.26918531336997,-0.12490441311054198,144.0
ensemble_bias_global,26,0.60861151548199,1202.0,989.4665348010956,504.20978841184785,-212.53346519890454,-0.17681652678777415,144.0
ensemble_bias_global,27,0.5494203709082842,1046.0,1032.0107114119828,495.3869539746024,-13.989288588017338,-0.013374080868085409,144.0
ensemble_bias_global,28,0.6027400877992325,1153.0,1072.1187800246798,490.159225514961,-80.88121997532033,-0.07014849954494391,144.0
ensemble_bias_horizon,1,0.6640569690767121,1003.0,893.6070037113229,402.25823160141545,-109.39299628867695,-0.10906579889200095,144.0
ensemble_bias_horizon,2,0.587773243318726,982.0,876.0739089111639,447.2853684165385,-105.92609108883609,-0.10786770986643186,144.0
ensemble_bias_horizon,3,0.5050209711438363,869.0,838.5916488997789,464.5939513585443,-30.408351100221196,-0.034992348791969156,144.0
ensemble_bias_horizon,4,0.565651838936991,962.0,855.5112800998302,461.9518035994438,-106.48871990016968,-0.11069513503136141,144.0
ensemble_bias_horizon,5,0.568440848068436,1024.0,878.3017085642869,490.85606648713235,-145.69829143571317,-0.14228348773018865,144.0
ensemble_bias_horizon,6,0.6117271928171609,1010.0,920.4311044092032,431.20161912251695,-89.56889559079681,-0.08868207484237309,144.0
ensemble_bias_horizon,7,0.6211566406996989,963.0,961.5274149516025,418.3641492864044,-1.4725850483975051,-0.0015291641208696834,144.0
ensemble_bias_horizon,8,0.689466459808949,1050.0,950.7103410519874,384.3609775772179,-99.28965894801271,-0.0945615799504883,144.0
ensemble_bias_horizon,9,0.5707878366435748,1063.0,932.9447552737342,492.8764515108559,-130.0552447262656,-0.1223473609842574,144.0
ensemble_bias_horizon,10,0.5493284776846917,967.0,894.5963724191276,478.3357038754831,-72.40362758087231,-0.07487448560586589,144.0
ensemble_bias_horizon,11,0.5493588336660158,1059.0,912.6146090724174,509.0011222605552,-146.38539092758268,-0.13822983090423294,144.0
ensemble_bias_horizon,12,0.616865464126077,1100.0,933.8438823267371,470.7560748621688,-166.1561176732628,-0.15105101606660254,144.0
ensemble_bias_horizon,13,0.5882399763472337,998.0,979.5189229639218,445.8283315288812,-18.481077036078243,-0.018518113262603452,144.0
ensemble_bias_horizon,14,0.6445270742163911,1054.0,1021.1869039268246,401.5629203406607,-32.81309607317549,-0.03113196970889515,144.0
ensemble_bias_horizon,15,0.6631251260906486,1124.0,985.3549605394201,437.5570090750021,-138.64503946057985,-0.12334967923539132,144.0
ensemble_bias_horizon,16,0.528927160123383,1012.0,965.1931518552797,508.7278948592337,-46.80684814472039,-0.04625182622996086,144.0
ensemble_bias_horizon,17,0.5814152827411466,1088.0,928.426818785851,489.50126639334053,-159.57318121414903,-0.14666652685123993,144.0
ensemble_bias_horizon,18,0.5711979209910807,1078.0,944.2337445916737,497.83980750660976,-133.7662554083264,-0.12408743544371652,144.0
ensemble_bias_horizon,19,0.6000388492397158,1101.0,966.0382828831661,501.5360467768395,-134.96171711683385,-0.12258103280366381,144.0
ensemble_bias_horizon,20,0.5737764539826191,1026.0,1010.3615674693464,464.29734968821515,-15.638432530653695,-0.015242136969448046,144.0
ensemble_bias_horizon,21,0.6437574002180744,1105.0,1050.4260386626047,426.6316830105023,-54.5739613373953,-0.04938820030533512,144.0
ensemble_bias_horizon,22,0.6627374828129504,1162.0,1069.544717622532,448.14050575195984,-92.45528237746785,-0.0795656474849121,144.0
ensemble_bias_horizon,23,0.5434873636947231,1018.0,1046.817109983638,501.78745366203236,28.817109983637796,0.02830757365779744,144.0
ensemble_bias_horizon,24,0.6224594274144309,1148.0,1004.0412236009608,481.33532897029914,-143.95877639903918,-0.125399631009616,144.0
