model,target_date,score,actual_sum,forecast_sum,abs_error_sum,signed_error_sum,bias_ratio,n_rows
bottomup_mix,2022-07-22,0.5914728682170544,129.0,138.8,69.4,9.800000000000004,0.07596899224806204,24.0
bottomup_mix,2022-07-23,0.5374358974358976,195.0,114.2,99.6,-80.8,-0.41435897435897434,24.0
bottomup_mix,2022-07-24,0.6025641025641026,117.0,101.0,54.400000000000006,-15.999999999999996,-0.1367521367521367,24.0
bottomup_mix,2022-07-25,0.48479532163742683,171.0,101.00000000000001,92.19999999999999,-69.99999999999999,-0.40935672514619875,24.0
bottomup_mix,2022-07-26,0.7348684210526317,152.0,136.5,41.1,-15.5,-0.10197368421052631,24.0
bottomup_mix,2022-07-27,0.6121693121693121,189.0,137.79999999999998,80.8,-51.2,-0.2708994708994709,24.0
bottomup_mix,2022-07-28,0.4883116883116884,154.0,97.4,80.2,-56.6,-0.36753246753246754,24.0
bottomup_mix,2022-07-29,0.5889937106918238,318.0,274.9,143.3,-43.1,-0.13553459119496855,48.0
bottomup_mix,2022-07-30,0.552836879432624,282.0,259.6,133.9,-22.399999999999988,-0.07943262411347514,48.0
bottomup_mix,2022-07-31,0.5826086956521739,230.0,226.40000000000003,105.2,-3.599999999999989,-0.01565217391304343,48.0
bottomup_mix,2022-08-01,0.5413043478260869,276.0,250.60000000000002,142.09999999999997,-25.400000000000006,-0.09202898550724639,48.0
bottomup_mix,2022-08-02,0.6444196428571429,224.0,272.45,130.45,48.449999999999996,0.21629464285714284,48.0
bottomup_mix,2022-08-03,0.5362244897959185,294.0,307.4,151.4,13.399999999999984,0.04557823129251695,48.0
bottomup_mix,2022-08-04,0.5709302325581396,344.0,230.5,157.1,-113.5,-0.32994186046511625,48.0
bottomup_mix,2022-08-05,0.6460507246376812,552.0,431.38999999999993,212.52,-120.61000000000001,-0.21849637681159423,72.0
bottomup_mix,2022-08-06,0.46643369175627225,558.0,409.76000000000005,303.83,-148.24,-0.265663082437276,72.0
bottomup_mix,2022-08-07,0.5281031307550644,543.0,336.6,269.41999999999996,-206.39999999999998,-0.380110497237569,72.0
bottomup_mix,2022-08-08,0.6130072463768116,414.0,387.79999999999995,198.76999999999998,-26.20000000000001,-0.06328502415458939,72.0
bottomup_mix,2022-08-09,0.4839807692307694,780.0,414.37500000000006,403.095,-365.625,-0.46875,72.0
bottomup_mix,2022-08-10,0.6208686868686868,495.0,456.3399999999999,196.42000000000002,-38.65999999999999,-0.07810101010101007,72.0
bottomup_mix,2022-08-11,0.619189497716895,438.0,369.66999999999996,168.56,-68.33,-0.15600456621004566,72.0
bottomup_mix,2022-08-12,0.6374777918781726,788.0,607.9649999999999,312.13,-180.03499999999997,-0.22847081218274107,96.0
bottomup_mix,2022-08-13,0.5019259510869565,736.0,547.56,386.415,-188.44,-0.2560326086956522,96.0
bottomup_mix,2022-08-14,0.49172562893081756,636.0,463.72,355.25500000000005,-172.28000000000003,-0.2708805031446541,96.0
bottomup_mix,2022-08-15,0.471844262295082,732.0,506.48,390.06,-225.52000000000004,-0.3080874316939891,96.0
bottomup_mix,2022-08-16,0.47266601562500005,768.0,589.3225,422.13249999999994,-178.67749999999998,-0.23265299479166665,96.0
bottomup_mix,2022-08-17,0.4978602941176471,680.0,617.49,347.56499999999994,-62.510000000000005,-0.0919264705882353,96.0
bottomup_mix,2022-08-18,0.6197748655913978,744.0,522.985,299.015,-221.01500000000004,-0.2970631720430108,96.0
bottomup_mix,2022-08-19,0.6690780386740331,724.0,630.35,311.66,-93.64999999999999,-0.12935082872928175,96.0
bottomup_mix,2022-08-20,0.4954790419161677,668.0,669.3149999999999,345.45,1.3150000000000048,0.001968562874251504,96.0
bottomup_mix,2022-08-21,0.5550383254716981,848.0,530.975,391.515,-317.025,-0.3738502358490566,96.0
bottomup_mix,2022-08-22,0.42700555555555564,900.0,596.3900000000001,554.73,-303.61,-0.33734444444444445,96.0
bottomup_mix,2022-08-23,0.4928142458100559,716.0,684.4025,404.0825,-31.597499999999997,-0.044130586592178764,96.0
bottomup_mix,2022-08-24,0.4428660220994475,724.0,668.7874999999999,433.3425,-55.2125,-0.0762603591160221,96.0
bottomup_mix,2022-08-25,0.6110482804232804,756.0,596.9749999999999,319.36,-159.02500000000003,-0.21035052910052915,96.0
bottomup_mix,2022-08-26,0.67443125,800.0,679.53,274.58000000000004,-120.47,-0.15058749999999999,96.0
bottomup_mix,2022-08-27,0.5275986842105264,760.0,651.73,412.345,-108.26999999999998,-0.14246052631578945,96.0
bottomup_mix,2022-08-28,0.61213456284153,732.0,577.595,324.735,-154.405,-0.2109357923497268,96.0
bottomup_mix,2022-08-29,0.54328125,816.0,637.8925,438.9975,-178.1075,-0.2182689950980392,96.0
bottomup_mix,2022-08-30,0.6468048780487805,820.0,658.67,303.625,-161.33,-0.1967439024390244,96.0
bottomup_mix,2022-08-31,0.4875556506849315,584.0,653.3199999999999,321.34499999999997,69.32,0.11869863013698628,96.0
bottomup_mix,2022-09-01,0.6377083333333334,828.0,665.445,325.515,-162.555,-0.19632246376811596,96.0
bottomup_mix,2022-09-02,0.6399589490968801,609.0,532.4024999999999,237.4525,-76.59750000000001,-0.12577586206896554,72.0
bottomup_mix,2022-09-03,0.4548437500000001,432.0,522.5975000000001,263.3375,90.59750000000001,0.2097164351851852,72.0
bottomup_mix,2022-09-04,0.6153781512605043,714.0,496.945,291.105,-217.055,-0.3039985994397759,72.0
bottomup_mix,2022-09-05,0.5329605263157896,570.0,492.35,272.955,-77.65000000000002,-0.13622807017543864,72.0
bottomup_mix,2022-09-06,0.4384313725490196,459.0,598.185,315.29499999999996,139.185,0.30323529411764705,72.0
bottomup_mix,2022-09-07,0.5087096774193549,651.0,503.665,335.65999999999997,-147.33499999999998,-0.22632104454685098,72.0
bottomup_mix,2022-09-08,0.6298252032520325,615.0,494.97499999999997,254.575,-120.025,-0.19516260162601626,72.0
bottomup_mix,2022-09-09,0.5698223350253807,394.0,368.8025,172.22249999999997,-25.19749999999999,-0.06395304568527917,48.0
bottomup_mix,2022-09-10,0.3687244897959184,294.0,352.905,189.79500000000002,58.905,0.20035714285714287,48.0
bottomup_mix,2022-09-11,0.5951928571428571,350.0,334.48,166.575,-15.519999999999985,-0.0443428571428571,48.0
bottomup_mix,2022-09-12,0.6567664670658682,334.0,358.1925,142.3625,24.192500000000003,0.07243263473053893,48.0
bottomup_mix,2022-09-13,0.5371244131455398,426.0,379.745,216.36,-46.25499999999999,-0.10857981220657274,48.0
bottomup_mix,2022-09-14,0.5336601796407185,334.0,339.59250000000003,164.2525,5.592499999999994,0.016744011976047888,48.0
bottomup_mix,2022-09-15,0.41702840909090905,440.0,354.375,263.55499999999995,-85.625,-0.19460227272727273,48.0
bottomup_mix,2022-09-16,0.5527073732718893,217.0,183.1,97.725,-33.89999999999999,-0.15622119815668198,24.0
bottomup_mix,2022-09-17,0.5266104294478529,163.0,170.7475,79.29249999999999,7.747500000000006,0.0475306748466258,24.0
bottomup_mix,2022-09-18,0.6534886363636364,220.0,188.28750000000002,81.16250000000001,-31.7125,-0.14414772727272726,24.0
bottomup_mix,2022-09-19,0.6496162790697675,215.0,198.48000000000002,79.77,-16.52,-0.07683720930232558,24.0
bottomup_mix,2022-09-20,0.4436658031088082,193.0,185.1725,114.8975,-7.827500000000006,-0.04055699481865288,24.0
bottomup_mix,2022-09-21,0.38048022598870057,177.0,173.84750000000003,109.9675,-3.1525000000000034,-0.017810734463276856,24.0
bottomup_mix,2022-09-22,0.5548800738007381,271.0,182.1425,137.65749999999997,-88.8575,-0.32788745387453877,24.0
cate2_mix,2022-07-22,0.6392564089359694,129.0,138.8,60.46080158159597,9.799999999999999,0.075968992248062,24.0
cate2_mix,2022-07-23,0.5453038297578885,195.0,114.20000000000002,96.53150639442346,-80.8,-0.41435897435897434,24.0
cate2_mix,2022-07-24,0.5822074158451369,117.0,101.0,57.41482125537652,-15.999999999999996,-0.1367521367521367,24.0
cate2_mix,2022-07-25,0.559303017308428,171.0,101.0,76.74952072849268,-70.0,-0.4093567251461988,24.0
cate2_mix,2022-07-26,0.7505045066917263,152.0,136.5,39.982930367472974,-15.500000000000007,-0.10197368421052637,24.0
cate2_mix,2022-07-27,0.593415797947304,189.0,137.8,87.71292889436839,-51.2,-0.2708994708994709,24.0
cate2_mix,2022-07-28,0.530041064854149,154.0,97.39999999999999,75.6920760444125,-56.60000000000001,-0.3675324675324676,24.0
cate2_mix,2022-07-29,0.6222826824262613,318.0,274.9,132.15675690989323,-43.100000000000016,-0.1355345911949686,48.0
cate2_mix,2022-07-30,0.5439986581496046,282.0,259.59999999999997,136.27901324238076,-22.400000000000002,-0.07943262411347518,48.0
cate2_mix,2022-07-31,0.6443900266884588,230.0,226.39999999999998,90.06724846442876,-3.6000000000000076,-0.01565217391304351,48.0
cate2_mix,2022-08-01,0.6502203766658138,276.0,250.59999999999997,110.35643409658958,-25.400000000000006,-0.09202898550724639,48.0
cate2_mix,2022-08-02,0.71561259528391,224.0,272.45,114.90774273871403,48.45,0.21629464285714287,48.0
cate2_mix,2022-08-03,0.6302771269950772,294.0,307.4,123.53651761348178,13.399999999999991,0.04557823129251698,48.0
cate2_mix,2022-08-04,0.5892395153947514,344.0,230.5,148.92114184886242,-113.5,-0.32994186046511625,48.0
cate2_mix,2022-08-05,0.6930854097629395,552.0,431.39,183.44791791139926,-120.61000000000001,-0.21849637681159423,72.0
cate2_mix,2022-08-06,0.5372463556466411,558.0,409.76000000000005,263.54554817716917,-148.24,-0.265663082437276,72.0
cate2_mix,2022-08-07,0.5528757295654613,543.0,336.59999999999997,257.6738742529619,-206.40000000000003,-0.3801104972375691,72.0
cate2_mix,2022-08-08,0.6817002722739195,414.0,387.8,160.32927928384595,-26.2,-0.06328502415458936,72.0
cate2_mix,2022-08-09,0.5056569905624273,780.0,414.375,388.1143501355817,-365.625,-0.46875,72.0
cate2_mix,2022-08-10,0.6918062093024697,495.0,456.34,160.74551621242753,-38.66000000000002,-0.07810101010101014,72.0
cate2_mix,2022-08-11,0.5967129780998526,438.0,369.66999999999996,179.16779667675388,-68.33000000000003,-0.15600456621004571,72.0
cate2_mix,2022-08-12,0.669048091838584,788.0,607.9649999999999,294.7375436000875,-180.035,-0.22847081218274112,96.0
cate2_mix,2022-08-13,0.5506746010226921,736.0,547.56,350.797404466648,-188.44000000000003,-0.2560326086956522,96.0
cate2_mix,2022-08-14,0.502122297110041,636.0,463.71999999999997,341.93560327986995,-172.27999999999997,-0.27088050314465406,96.0
cate2_mix,2022-08-15,0.49383815925026253,732.0,506.48,373.17159996630573,-225.51999999999998,-0.30808743169398906,96.0
cate2_mix,2022-08-16,0.5291798659789544,768.0,589.3225,384.9865725520058,-178.6775,-0.23265299479166668,96.0
cate2_mix,2022-08-17,0.5466075513912776,680.0,617.49,314.0242839318929,-62.50999999999998,-0.09192647058823526,96.0
cate2_mix,2022-08-18,0.5800280015573378,744.0,522.985,326.35480503666156,-221.015,-0.29706317204301075,96.0
cate2_mix,2022-08-19,0.6788712822358907,724.0,630.35,319.017096806321,-93.65000000000003,-0.1293508287292818,96.0
cate2_mix,2022-08-20,0.5060263101699634,668.0,669.315,337.33741851024644,1.315000000000012,0.001968562874251515,96.0
cate2_mix,2022-08-21,0.5605558124242511,848.0,530.975,393.7419385460696,-317.025,-0.3738502358490566,96.0
cate2_mix,2022-08-22,0.4580890159718299,900.0,596.39,517.9511930170706,-303.61,-0.33734444444444445,96.0
cate2_mix,2022-08-23,0.537332650173915,716.0,684.4024999999999,370.74673384572395,-31.59750000000001,-0.044130586592178785,96.0
cate2_mix,2022-08-24,0.4421865604489564,724.0,668.7874999999999,436.6690811150527,-55.21250000000002,-0.07626035911602212,96.0
cate2_mix,2022-08-25,0.6941705639837454,756.0,596.975,255.8260796209521,-159.025,-0.21035052910052912,96.0
cate2_mix,2022-08-26,0.7183678542842996,800.0,679.53,255.13127719366307,-120.47000000000003,-0.15058750000000004,96.0
cate2_mix,2022-08-27,0.5712064031506172,760.0,651.7300000000001,375.34191245724094,-108.27000000000001,-0.14246052631578948,96.0
