option_id,target_date,forecast
Option_0,2022-09-16,11.974151736312962
Option_0,2022-09-17,11.49608019920197
Option_0,2022-09-18,11.354421584259885
Option_0,2022-09-19,11.2492105160419
Option_0,2022-09-20,10.888502728217592
Option_0,2022-09-21,11.238211986162707
Option_0,2022-09-22,12.854771471837626
Option_0,2022-09-23,12.197023809523815
Option_0,2022-09-24,12.571904761904769
Option_0,2022-09-25,11.418630952380948
Option_0,2022-09-26,11.28994047619047
Option_0,2022-09-27,10.206428571428571
Option_0,2022-09-28,10.73851190476191
Option_0,2022-09-29,12.110059523809523
Option_0,2022-09-30,12.894228717606719
Option_0,2022-10-01,11.317451144826759
Option_0,2022-10-02,10.75497938149629
Option_0,2022-10-03,11.605362308787834
Option_0,2022-10-04,11.472608634110426
Option_0,2022-10-05,12.370924140427658
Option_0,2022-10-06,12.431858405867965
Option_0,2022-10-07,10.983452380952382
Option_0,2022-10-08,10.929166666666667
Option_0,2022-10-09,9.539285714285715
Option_0,2022-10-10,10.51190476190476
Option_0,2022-10-11,10.795178571428561
Option_0,2022-10-12,11.50095238095238
Option_0,2022-10-13,13.845476190476198
Option_1,2022-09-16,27.05890694613996
Option_1,2022-09-17,25.814795760630727
Option_1,2022-09-18,25.119591336532643
Option_1,2022-09-19,25.384746006867886
Option_1,2022-09-20,25.654563622065133
Option_1,2022-09-21,25.656700596515705
Option_1,2022-09-22,24.93797972714462
Option_1,2022-09-23,24.07446428571429
Option_1,2022-09-24,22.242465986394546
Option_1,2022-09-25,22.826904761904764
Option_1,2022-09-26,21.72285714285715
Option_1,2022-09-27,22.934285714285714
Option_1,2022-09-28,20.63880952380953
Option_1,2022-09-29,21.27726190476189
Option_1,2022-09-30,18.33265508699708
Option_1,2022-10-01,19.64844127565757
Option_1,2022-10-02,22.022304072137242
Option_1,2022-10-03,20.011353718016707
Option_1,2022-10-04,19.248865487644878
Option_1,2022-10-05,20.75375766746335
Option_1,2022-10-06,20.657184085114075
Option_1,2022-10-07,20.164821428571422
Option_1,2022-10-08,19.773214285714282
Option_1,2022-10-09,18.23940476190475
Option_1,2022-10-10,19.178511904761898
Option_1,2022-10-11,18.865654761904768
Option_1,2022-10-12,21.49733843537416
Option_1,2022-10-13,19.02232142857143
Option_10,2022-09-16,1.9098183524155616
Option_10,2022-09-17,2.303890257858071
Option_10,2022-09-18,2.3478405866156447
Option_10,2022-09-19,2.832530869886481
Option_10,2022-09-20,2.5189138217743583
Option_10,2022-09-21,2.813241524228343
Option_10,2022-09-22,2.921713590228669
Option_10,2022-09-23,2.6093528693528696
Option_10,2022-09-24,2.295137362637363
Option_10,2022-09-25,2.298557692307693
Option_10,2022-09-26,2.0993406593406574
Option_10,2022-09-27,2.189423076923077
Option_10,2022-09-28,2.302939560439562
Option_10,2022-09-29,2.2845833333333343
Option_10,2022-09-30,2.0938126601820897
Option_10,2022-10-01,1.8966158845180376
Option_10,2022-10-02,1.5947222716165008
Option_10,2022-10-03,1.949416513259193
Option_10,2022-10-04,2.097377498173233
Option_10,2022-10-05,2.7436778480949475
Option_10,2022-10-06,1.9702301790519698
Option_10,2022-10-07,2.1717536630036642
Option_10,2022-10-08,1.9203708791208787
Option_10,2022-10-09,1.7255402930402925
Option_10,2022-10-10,1.8840705128205137
Option_10,2022-10-11,2.6847985347985364
Option_10,2022-10-12,2.1297344322344323
Option_10,2022-10-13,2.253118131868132
Option_11,2022-09-16,0.8156356271701972
Option_11,2022-09-17,0.8759138397468076
Option_11,2022-09-18,0.9550513566963763
